gain;eV0;beam_energy;fitstuck_limit;min_strength;list_isfit_str;sl;ct;noise;sfa0;tfb0;twc0;fG;fA;fB;gammaA;gammaB;epsilon;fano;is_transmitted;is_peaks_on_sum;is_show_peaks;is_show_zooms;is_show_subfunctions;is_ipysheet
9.9086;-16.84;8000.0;1000;0.0;sl,ct;0.0;2.0;0.10317;0.89986;0.0;0.1;1.41047;0.10712113;0.0;4.71377748;0.0;0.0036;0.115;False;True;True;False;True;True
